Dimension,Target Ratio,b,alpha,k,DW-PMAD Accuracy,PCA Accuracy,Better Method
28,0.2,75,10,6,0.21083333333333334,0.2195,pca
28,0.2,75,50,6,0.21066666666666667,0.2195,pca
28,0.2,50,25,6,0.2015,0.2195,pca
28,0.4,1,10,6,0.3243333333333333,0.4655,pca
28,0.4,1,1,6,0.3125,0.4655,pca
28,0.2,1,10,10,0.206,0.2655,pca
28,0.2,1,50,10,0.2012,0.2655,pca
28,0.2,10,25,10,0.2014,0.2655,pca
28,0.2,30,1,10,0.2121,0.2655,pca
28,0.2,10,5,10,0.2006,0.2655,pca
28,0.2,30,10,10,0.2167,0.2655,pca
28,0.2,50,5,10,0.2492,0.2655,pca
28,0.2,100,5,10,0.2654,0.2655,pca
28,0.2,75,1,10,0.2602,0.2655,pca
28,0.2,30,50,10,0.2152,0.2655,pca
28,0.2,100,25,10,0.2653,0.2655,pca
28,0.2,75,10,10,0.2578,0.2655,pca
28,0.2,75,50,10,0.2564,0.2655,pca
28,0.2,50,25,10,0.2446,0.2655,pca
28,0.4,1,10,10,0.3731,0.512,pca
28,0.4,1,1,10,0.3582,0.512,pca
28,0.2,1,10,15,0.25066666666666665,0.31406666666666666,pca
28,0.2,1,50,15,0.24333333333333335,0.31406666666666666,pca
28,0.2,10,25,15,0.23813333333333334,0.31406666666666666,pca
28,0.2,30,1,15,0.2558,0.31406666666666666,pca
28,0.2,10,5,15,0.2372,0.31406666666666666,pca
28,0.2,30,10,15,0.2594,0.31406666666666666,pca
28,0.2,50,5,15,0.2922666666666667,0.31406666666666666,pca
28,0.2,100,5,15,0.3138,0.31406666666666666,pca
28,0.2,30,50,15,0.2546,0.31406666666666666,pca
28,0.2,75,1,15,0.3074,0.31406666666666666,pca
28,0.2,100,25,15,0.3138666666666667,0.31406666666666666,pca
28,0.2,75,10,15,0.304,0.31406666666666666,pca
28,0.2,75,50,15,0.3025333333333333,0.31406666666666666,pca
28,0.2,50,25,15,0.2905333333333333,0.31406666666666666,pca
28,0.4,1,10,15,0.4110666666666667,0.5480666666666667,pca
28,0.4,1,1,15,0.39666666666666667,0.5480666666666667,pca
28,0.2,1,25,3,0.11933333333333333,0.165,pca
28,0.2,10,50,3,0.13333333333333333,0.165,pca
28,0.2,10,1,3,0.12366666666666666,0.165,pca
28,0.2,10,10,3,0.122,0.165,pca
28,0.2,30,5,3,0.126,0.165,pca
28,0.2,100,10,3,0.165,0.165,pca
28,0.2,100,50,3,0.16533333333333333,0.165,dw_pmad
28,0.2,30,25,3,0.121,0.165,pca
28,0.2,100,1,3,0.165,0.165,pca
28,0.2,75,5,3,0.15966666666666668,0.165,pca
28,0.2,50,10,3,0.15566666666666668,0.165,pca
28,0.2,50,1,3,0.154,0.165,pca
28,0.2,75,25,3,0.156,0.165,pca
28,0.2,50,50,3,0.14566666666666667,0.165,pca
28,0.4,1,25,3,0.258,0.404,pca
28,0.4,1,5,3,0.25666666666666665,0.404,pca
28,0.2,1,25,6,0.1675,0.2195,pca
28,0.2,10,50,6,0.16433333333333333,0.2195,pca
28,0.2,10,1,6,0.1635,0.2195,pca
28,0.2,10,10,6,0.15933333333333333,0.2195,pca
28,0.2,30,5,6,0.17133333333333334,0.2195,pca
28,0.2,100,10,6,0.21966666666666668,0.2195,dw_pmad
28,0.2,30,25,6,0.17083333333333334,0.2195,pca
28,0.2,100,50,6,0.221,0.2195,dw_pmad
28,0.2,100,1,6,0.2195,0.2195,pca
28,0.2,75,5,6,0.214,0.2195,pca
28,0.2,50,10,6,0.201,0.2195,pca
28,0.2,50,1,6,0.203,0.2195,pca
28,0.2,75,25,6,0.2095,0.2195,pca
28,0.2,50,50,6,0.19716666666666666,0.2195,pca
28,0.4,1,25,6,0.3215,0.4655,pca
28,0.4,1,5,6,0.3145,0.4655,pca
28,0.2,1,25,10,0.2072,0.2655,pca
28,0.2,10,50,10,0.2016,0.2655,pca
28,0.2,10,1,10,0.2011,0.2655,pca
28,0.2,10,10,10,0.2007,0.2655,pca
28,0.2,30,5,10,0.2107,0.2655,pca
28,0.2,100,10,10,0.2653,0.2655,pca
28,0.2,30,25,10,0.2136,0.2655,pca
28,0.2,100,50,10,0.2654,0.2655,pca
28,0.2,75,5,10,0.2581,0.2655,pca
28,0.2,100,1,10,0.2655,0.2655,pca
28,0.2,50,10,10,0.2445,0.2655,pca
28,0.2,50,1,10,0.2435,0.2655,pca
28,0.2,75,25,10,0.2567,0.2655,pca
28,0.2,50,50,10,0.2305,0.2655,pca
28,0.4,1,25,10,0.3609,0.512,pca
28,0.4,1,5,10,0.3583,0.512,pca
28,0.2,1,25,15,0.24913333333333335,0.31406666666666666,pca
28,0.2,10,50,15,0.24053333333333332,0.31406666666666666,pca
28,0.2,10,1,15,0.23933333333333334,0.31406666666666666,pca
28,0.2,10,10,15,0.23826666666666665,0.31406666666666666,pca
28,0.2,30,5,15,0.25493333333333335,0.31406666666666666,pca
28,0.2,100,10,15,0.3142666666666667,0.31406666666666666,dw_pmad
28,0.2,30,25,15,0.25266666666666665,0.31406666666666666,pca
28,0.2,100,50,15,0.31393333333333334,0.31406666666666666,pca
28,0.2,75,5,15,0.3042,0.31406666666666666,pca
28,0.2,100,1,15,0.314,0.31406666666666666,pca
28,0.2,50,10,15,0.29,0.31406666666666666,pca
28,0.2,50,1,15,0.2878,0.31406666666666666,pca
28,0.2,75,25,15,0.30233333333333334,0.31406666666666666,pca
28,0.2,50,50,15,0.27713333333333334,0.31406666666666666,pca
28,0.4,1,25,15,0.3978,0.5480666666666667,pca
28,0.4,1,5,15,0.395,0.5480666666666667,pca
28,0.4,1,50,3,0.2693333333333333,0.404,pca
28,0.4,10,25,3,0.25066666666666665,0.404,pca
28,0.4,100,5,3,0.3993333333333333,0.404,pca
28,0.4,10,5,3,0.24433333333333335,0.404,pca
28,0.4,30,1,3,0.3253333333333333,0.404,pca
28,0.4,100,25,3,0.3973333333333333,0.404,pca
28,0.4,75,1,3,0.4043333333333333,0.404,dw_pmad
28,0.4,30,10,3,0.322,0.404,pca
28,0.4,30,50,3,0.341,0.404,pca
28,0.4,75,50,3,0.405,0.404,dw_pmad
28,0.4,75,10,3,0.4043333333333333,0.404,dw_pmad
28,0.4,50,5,3,0.3943333333333333,0.404,pca
28,0.4,50,25,3,0.388,0.404,pca
28,0.4,1,50,6,0.3343333333333333,0.4655,pca
28,0.4,10,25,6,0.30616666666666664,0.4655,pca
28,0.4,100,5,6,0.4615,0.4655,pca
28,0.4,10,5,6,0.294,0.4655,pca
28,0.4,30,1,6,0.3948333333333333,0.4655,pca
28,0.4,100,25,6,0.4645,0.4655,pca
28,0.4,30,10,6,0.3905,0.4655,pca
28,0.4,75,1,6,0.46066666666666667,0.4655,pca
28,0.4,30,50,6,0.3935,0.4655,pca
28,0.4,75,50,6,0.46416666666666667,0.4655,pca
28,0.4,75,10,6,0.46166666666666667,0.4655,pca
28,0.4,50,5,6,0.45366666666666666,0.4655,pca
28,0.4,50,25,6,0.44483333333333336,0.4655,pca
28,0.4,1,50,10,0.3802,0.512,pca
28,0.4,10,25,10,0.353,0.512,pca
28,0.4,100,5,10,0.5027,0.512,pca
28,0.4,30,1,10,0.4373,0.512,pca
28,0.4,10,5,10,0.3412,0.512,pca
28,0.4,30,10,10,0.4301,0.512,pca
28,0.4,100,25,10,0.5066,0.512,pca
28,0.4,75,1,10,0.5089,0.512,pca
28,0.4,30,50,10,0.4425,0.512,pca
28,0.4,75,50,10,0.5082,0.512,pca
28,0.4,50,5,10,0.4946,0.512,pca
28,0.4,75,10,10,0.5084,0.512,pca
28,0.4,50,25,10,0.4873,0.512,pca
28,0.4,1,50,15,0.41446666666666665,0.5480666666666667,pca
28,0.4,10,25,15,0.38913333333333333,0.5480666666666667,pca
28,0.4,100,5,15,0.5449333333333334,0.5480666666666667,pca
28,0.4,30,1,15,0.48573333333333335,0.5480666666666667,pca
28,0.4,10,5,15,0.38233333333333336,0.5480666666666667,pca
28,0.4,30,10,15,0.471,0.5480666666666667,pca
28,0.4,100,25,15,0.5434,0.5480666666666667,pca
28,0.4,75,1,15,0.5468666666666666,0.5480666666666667,pca
28,0.4,30,50,15,0.4858,0.5480666666666667,pca
28,0.4,75,50,15,0.5499333333333334,0.5480666666666667,dw_pmad
28,0.4,50,5,15,0.5346666666666666,0.5480666666666667,pca
28,0.4,75,10,15,0.5464666666666667,0.5480666666666667,pca
28,0.4,50,25,15,0.5260666666666667,0.5480666666666667,pca
28,0.4,100,10,3,0.39666666666666667,0.404,pca
28,0.4,10,1,3,0.261,0.404,pca
28,0.4,10,50,3,0.27,0.404,pca
28,0.4,100,50,3,0.3933333333333333,0.404,pca
28,0.4,100,1,3,0.40166666666666667,0.404,pca
28,0.4,10,10,3,0.259,0.404,pca
28,0.4,30,5,3,0.33066666666666666,0.404,pca
28,0.4,75,5,3,0.406,0.404,dw_pmad
28,0.4,30,25,3,0.3283333333333333,0.404,pca
28,0.4,50,1,3,0.382,0.404,pca
28,0.4,75,25,3,0.4063333333333333,0.404,dw_pmad
28,0.4,50,10,3,0.38533333333333336,0.404,pca
28,0.4,50,50,3,0.37633333333333335,0.404,pca
28,0.4,100,10,6,0.4578333333333333,0.4655,pca
28,0.4,10,1,6,0.3145,0.4655,pca
28,0.4,10,50,6,0.32766666666666666,0.4655,pca
