Dimension,Target Ratio,b,alpha,k,DW-PMAD Accuracy,PCA Accuracy,Better Method
28,0.6,100,10,10,0.683,0.6829,dw_pmad
28,0.6,100,50,10,0.6845,0.6829,dw_pmad
28,0.6,100,1,10,0.6204,0.6829,pca
28,0.6,70,50,10,0.6745,0.6829,pca
28,0.6,85,5,10,0.5705,0.6829,pca
28,0.6,70,1,10,0.1521,0.6829,pca
28,0.6,70,10,10,0.6857,0.6829,dw_pmad
28,0.6,85,25,10,0.6842,0.6829,dw_pmad
28,0.6,100,10,15,0.7138,0.7140666666666666,pca
28,0.6,100,50,15,0.7136,0.7140666666666666,pca
28,0.6,100,1,15,0.6561333333333333,0.7140666666666666,pca
28,0.6,70,50,15,0.7044,0.7140666666666666,pca
28,0.6,70,1,15,0.1908,0.7140666666666666,pca
28,0.6,85,5,15,0.5972666666666666,0.7140666666666666,pca
28,0.6,70,10,15,0.7126666666666667,0.7140666666666666,pca
28,0.6,85,25,15,0.7138,0.7140666666666666,pca
