Dimension,Target Ratio,b,alpha,k,MPAD Accuracy,PCA Accuracy,UMAP Accuracy,Isomap Accuracy,KernelPCA Accuracy,MDS Accuracy,Better Method,DW-PMAD Time (s),PCA Time (s),UMAP Time (s),Isomap Time (s),KernelPCA Time (s),MDS Time (s),Autoencoder Accuracy,FastICA Accuracy,FeatureAgglomeration Accuracy,LLE Accuracy,NMF Accuracy,RandomProjection Accuracy,VAE Accuracy,tSNE Accuracy,Autoencoder MethodTime(s),FastICA MethodTime(s),FeatureAgglomeration MethodTime(s),LLE MethodTime(s),NMF MethodTime(s),RandomProjection MethodTime(s),VAE MethodTime(s),tSNE MethodTime(s),LSH Accuracy,LSH MethodTime(s)
200,0.6,40,18,6,0.638888889,0.7425,0.259722222,0.4575,0.290833333,0.527777778,pca,979.038523,0.431263276,3.945919643,0.269364958,0.202174585,8.421363998,0.4363888888888889,0.6041666666666666,0.4566666666666666,0.2316666666666666,0.2333333333333333,0.5038888888888889,0.2513888888888889,0.1088888888888888,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.177222222,0.0023209
200,0.6,40,18,10,0.658333333,0.7595,0.250666667,0.368,0.2785,0.586666667,pca,979.038523,0.431263276,3.945919643,0.269364958,0.202174585,8.421363998,0.465,0.622,0.4863333333333333,0.1881666666666666,0.2446666666666666,0.5176666666666667,0.274,0.1051666666666666,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.177666667,0.0023209
200,0.6,40,18,15,0.676666667,0.785444444,0.250777778,0.323888889,0.288333333,0.631,pca,979.038523,0.431263276,3.945919643,0.269364958,0.202174585,8.421363998,0.4892222222222222,0.6471111111111111,0.5242222222222223,0.153,0.2552222222222222,0.5333333333333333,0.3013333333333333,0.1072222222222222,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.185777778,0.0023209
200,0.6,40,25,1,0.631666667,0.715,0.266666667,0.333333333,0.428333333,0.51,pca,1181.949661,0.423080047,3.906106732,0.313550218,0.364277877,9.339758081,0.4766666666666667,0.6483333333333333,0.4733333333333333,0.3883333333333333,0.3366666666666666,0.55,0.3533333333333333,0.1383333333333333,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.173333333,0.0023209
200,0.6,40,25,3,0.619444444,0.728333333,0.269444444,0.369444444,0.322222222,0.487222222,pca,1181.949661,0.423080047,3.906106732,0.313550218,0.364277877,9.339758081,0.4344444444444444,0.61,0.4361111111111111,0.2755555555555555,0.2483333333333333,0.5,0.2527777777777777,0.1172222222222222,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.184444444,0.0023209
200,0.6,40,25,6,0.638611111,0.7425,0.259722222,0.4575,0.290833333,0.527777778,pca,1181.949661,0.423080047,3.906106732,0.313550218,0.364277877,9.339758081,0.4363888888888889,0.6041666666666666,0.4566666666666666,0.2316666666666666,0.2333333333333333,0.5038888888888889,0.2513888888888889,0.1088888888888888,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.177222222,0.0023209
200,0.6,40,25,10,0.654833333,0.7595,0.250666667,0.368,0.2785,0.586666667,pca,1181.949661,0.423080047,3.906106732,0.313550218,0.364277877,9.339758081,0.465,0.622,0.4863333333333333,0.1881666666666666,0.2446666666666666,0.5176666666666667,0.274,0.1051666666666666,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.177666667,0.0023209
200,0.6,40,25,15,0.675111111,0.785444444,0.250777778,0.323888889,0.288333333,0.631,pca,1181.949661,0.423080047,3.906106732,0.313550218,0.364277877,9.339758081,0.4892222222222222,0.6471111111111111,0.5242222222222223,0.153,0.2552222222222222,0.5333333333333333,0.3013333333333333,0.1072222222222222,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.185777778,0.0023209
200,0.6,40,35,1,0.636666667,0.715,0.266666667,0.333333333,0.428333333,0.51,pca,1059.85913,1.706746918,3.848378981,0.251792022,0.177623284,8.365383354,0.4766666666666667,0.6483333333333333,0.4733333333333333,0.3883333333333333,0.3366666666666666,0.55,0.3533333333333333,0.1383333333333333,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.173333333,0.0023209
200,0.6,40,35,3,0.621111111,0.728333333,0.269444444,0.369444444,0.322222222,0.487222222,pca,1059.85913,1.706746918,3.848378981,0.251792022,0.177623284,8.365383354,0.4344444444444444,0.61,0.4361111111111111,0.2755555555555555,0.2483333333333333,0.5,0.2527777777777777,0.1172222222222222,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.184444444,0.0023209
200,0.6,40,35,6,0.640277778,0.7425,0.259722222,0.4575,0.290833333,0.527777778,pca,1059.85913,1.706746918,3.848378981,0.251792022,0.177623284,8.365383354,0.4363888888888889,0.6041666666666666,0.4566666666666666,0.2316666666666666,0.2333333333333333,0.5038888888888889,0.2513888888888889,0.1088888888888888,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.177222222,0.0023209
200,0.6,40,35,10,0.659333333,0.7595,0.250666667,0.368,0.2785,0.586666667,pca,1059.85913,1.706746918,3.848378981,0.251792022,0.177623284,8.365383354,0.465,0.622,0.4863333333333333,0.1881666666666666,0.2446666666666666,0.5176666666666667,0.274,0.1051666666666666,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.177666667,0.0023209
200,0.6,40,35,15,0.677,0.785444444,0.250777778,0.323888889,0.288333333,0.631,pca,1059.85913,1.706746918,3.848378981,0.251792022,0.177623284,8.365383354,0.4892222222222222,0.6471111111111111,0.5242222222222223,0.153,0.2552222222222222,0.5333333333333333,0.3013333333333333,0.1072222222222222,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.185777778,0.0023209
200,0.6,40,50,1,0.631666667,0.715,0.266666667,0.333333333,0.428333333,0.51,pca,936.2298734,0.535331563,3.917869571,0.23815172,0.139361024,8.46006331,0.4766666666666667,0.6483333333333333,0.4733333333333333,0.3883333333333333,0.3366666666666666,0.55,0.3533333333333333,0.1383333333333333,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.173333333,0.0023209
200,0.6,40,50,3,0.62,0.728333333,0.269444444,0.369444444,0.322222222,0.487222222,pca,936.2298734,0.535331563,3.917869571,0.23815172,0.139361024,8.46006331,0.4344444444444444,0.61,0.4361111111111111,0.2755555555555555,0.2483333333333333,0.5,0.2527777777777777,0.1172222222222222,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.184444444,0.0023209
200,0.6,40,50,6,0.640833333,0.7425,0.259722222,0.4575,0.290833333,0.527777778,pca,936.2298734,0.535331563,3.917869571,0.23815172,0.139361024,8.46006331,0.4363888888888889,0.6041666666666666,0.4566666666666666,0.2316666666666666,0.2333333333333333,0.5038888888888889,0.2513888888888889,0.1088888888888888,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.177222222,0.0023209
200,0.6,40,50,10,0.658333333,0.7595,0.250666667,0.368,0.2785,0.586666667,pca,936.2298734,0.535331563,3.917869571,0.23815172,0.139361024,8.46006331,0.465,0.622,0.4863333333333333,0.1881666666666666,0.2446666666666666,0.5176666666666667,0.274,0.1051666666666666,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.177666667,0.0023209
200,0.6,40,50,15,0.678,0.785444444,0.250777778,0.323888889,0.288333333,0.631,pca,936.2298734,0.535331563,3.917869571,0.23815172,0.139361024,8.46006331,0.4892222222222222,0.6471111111111111,0.5242222222222223,0.153,0.2552222222222222,0.5333333333333333,0.3013333333333333,0.1072222222222222,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.185777778,0.0023209
200,0.6,40,10000,1,0.633333333,0.715,0.266666667,0.333333333,0.428333333,0.51,pca,1117.92483,0.368936649,3.866084626,0.315782255,0.238681693,8.465323525,0.4766666666666667,0.6483333333333333,0.4733333333333333,0.3883333333333333,0.3366666666666666,0.55,0.3533333333333333,0.1383333333333333,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.173333333,0.0023209
200,0.6,40,10000,3,0.616111111,0.728333333,0.269444444,0.369444444,0.322222222,0.487222222,pca,1117.92483,0.368936649,3.866084626,0.315782255,0.238681693,8.465323525,0.4344444444444444,0.61,0.4361111111111111,0.2755555555555555,0.2483333333333333,0.5,0.2527777777777777,0.1172222222222222,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.184444444,0.0023209
200,0.6,40,10000,6,0.640555556,0.7425,0.259722222,0.4575,0.290833333,0.527777778,pca,1117.92483,0.368936649,3.866084626,0.315782255,0.238681693,8.465323525,0.4363888888888889,0.6041666666666666,0.4566666666666666,0.2316666666666666,0.2333333333333333,0.5038888888888889,0.2513888888888889,0.1088888888888888,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.177222222,0.0023209
200,0.6,40,10000,10,0.657,0.7595,0.250666667,0.368,0.2785,0.586666667,pca,1117.92483,0.368936649,3.866084626,0.315782255,0.238681693,8.465323525,0.465,0.622,0.4863333333333333,0.1881666666666666,0.2446666666666666,0.5176666666666667,0.274,0.1051666666666666,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.177666667,0.0023209
200,0.6,40,10000,15,0.675111111,0.785444444,0.250777778,0.323888889,0.288333333,0.631,pca,1117.92483,0.368936649,3.866084626,0.315782255,0.238681693,8.465323525,0.4892222222222222,0.6471111111111111,0.5242222222222223,0.153,0.2552222222222222,0.5333333333333333,0.3013333333333333,0.1072222222222222,0.9484379999921656,0.4040009999880567,0.0084732999966945,0.1383504999976139,8.68911589999334,0.0018417999963276,1.3761527000169735,47.55392350000329,0.185777778,0.0023209
200,0.05,50,1,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,81.10062163,0.085483785,17.41324572,0.380953168,0.269006529,9.728012424,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,50,1,3,0.114444444,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,81.10062163,0.085483785,17.41324572,0.380953168,0.269006529,9.728012424,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,50,1,6,0.100833333,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,81.10062163,0.085483785,17.41324572,0.380953168,0.269006529,9.728012424,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,50,1,10,0.107833333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,81.10062163,0.085483785,17.41324572,0.380953168,0.269006529,9.728012424,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,50,1,15,0.123888889,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,81.10062163,0.085483785,17.41324572,0.380953168,0.269006529,9.728012424,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,50,6,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,57.62585837,0.009264418,2.828383709,0.365095733,0.337056466,8.568220091,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,50,6,3,0.115555556,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,57.62585837,0.009264418,2.828383709,0.365095733,0.337056466,8.568220091,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,50,6,6,0.101666667,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,57.62585837,0.009264418,2.828383709,0.365095733,0.337056466,8.568220091,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,50,6,10,0.108333333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,57.62585837,0.009264418,2.828383709,0.365095733,0.337056466,8.568220091,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,50,6,15,0.125,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,57.62585837,0.009264418,2.828383709,0.365095733,0.337056466,8.568220091,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,50,12,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,139.5133629,0.009418464,2.807108443,0.321480784,0.41370425,9.800007163,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,50,12,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,139.5133629,0.009418464,2.807108443,0.321480784,0.41370425,9.800007163,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,50,12,6,0.101388889,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,139.5133629,0.009418464,2.807108443,0.321480784,0.41370425,9.800007163,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,50,12,10,0.1075,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,139.5133629,0.009418464,2.807108443,0.321480784,0.41370425,9.800007163,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,50,12,15,0.124333333,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,139.5133629,0.009418464,2.807108443,0.321480784,0.41370425,9.800007163,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,50,18,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,56.89511284,0.009750931,2.819632456,0.324140584,0.417864845,9.690673087,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,50,18,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,56.89511284,0.009750931,2.819632456,0.324140584,0.417864845,9.690673087,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,50,18,6,0.101388889,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,56.89511284,0.009750931,2.819632456,0.324140584,0.417864845,9.690673087,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,50,18,10,0.109,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,56.89511284,0.009750931,2.819632456,0.324140584,0.417864845,9.690673087,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,50,18,15,0.124666667,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,56.89511284,0.009750931,2.819632456,0.324140584,0.417864845,9.690673087,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,50,25,1,0.256666667,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,40.9339198,0.010676466,2.807225461,0.382934893,0.329832336,9.641692996,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,50,25,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,40.9339198,0.010676466,2.807225461,0.382934893,0.329832336,9.641692996,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,50,25,6,0.101388889,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,40.9339198,0.010676466,2.807225461,0.382934893,0.329832336,9.641692996,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,50,25,10,0.107833333,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,40.9339198,0.010676466,2.807225461,0.382934893,0.329832336,9.641692996,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,50,25,15,0.123666667,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,40.9339198,0.010676466,2.807225461,0.382934893,0.329832336,9.641692996,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,50,35,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,39.50798682,0.00951023,2.808087369,0.346463547,0.421555329,9.738528531,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,50,35,3,0.115,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,39.50798682,0.00951023,2.808087369,0.346463547,0.421555329,9.738528531,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,50,35,6,0.100555556,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,39.50798682,0.00951023,2.808087369,0.346463547,0.421555329,9.738528531,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,50,35,10,0.1075,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,39.50798682,0.00951023,2.808087369,0.346463547,0.421555329,9.738528531,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,50,35,15,0.124333333,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,39.50798682,0.00951023,2.808087369,0.346463547,0.421555329,9.738528531,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,50,50,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,55.98241309,0.009273816,2.801252604,0.32266942,0.306967696,9.725888829,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
200,0.05,50,50,3,0.114444444,0.153333333,0.261111111,0.118333333,0.106111111,0.14,umap,55.98241309,0.009273816,2.801252604,0.32266942,0.306967696,9.725888829,0.1061111111111111,0.1477777777777777,0.1261111111111111,0.1505555555555555,0.1422222222222222,0.1305555555555555,0.1522222222222222,0.1544444444444444,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.02,0.0011273
200,0.05,50,50,6,0.101666667,0.148055556,0.255277778,0.125,0.081944444,0.156111111,umap,55.98241309,0.009273816,2.801252604,0.32266942,0.306967696,9.725888829,0.0858333333333333,0.1463888888888889,0.1061111111111111,0.1194444444444444,0.1347222222222222,0.1025,0.1333333333333333,0.1622222222222222,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.027222222,0.0011273
200,0.05,50,50,10,0.107166667,0.175166667,0.242,0.123166667,0.076833333,0.1845,umap,55.98241309,0.009273816,2.801252604,0.32266942,0.306967696,9.725888829,0.0963333333333333,0.1696666666666666,0.1075,0.1013333333333333,0.1493333333333333,0.1056666666666666,0.1433333333333333,0.173,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.037,0.0011273
200,0.05,50,50,15,0.124111111,0.194444444,0.240666667,0.130777778,0.079666667,0.216777778,umap,55.98241309,0.009273816,2.801252604,0.32266942,0.306967696,9.725888829,0.1104444444444444,0.19,0.1194444444444444,0.0883333333333333,0.1694444444444444,0.1228888888888889,0.1666666666666666,0.1808888888888888,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.054,0.0011273
200,0.05,50,10000,1,0.253333333,0.266666667,0.251666667,0.238333333,0.235,0.223333333,pca,109.8875419,0.013076273,2.843195062,0.349140066,0.394733021,9.700540618,0.2433333333333333,0.275,0.255,0.2683333333333333,0.27,0.265,0.2616666666666666,0.1316666666666666,0.7325952000101097,0.026258300000336,0.0085090000065974,0.1268139999883715,0.3144977999909315,0.0037383000017143,1.0969219999969937,13.55893199998536,0.006666667,0.0011273
